node	Loc	RTK70R
DQ093590	South Africa	sensitive
node_769	Central Africa	sensitive
AY589870	South Africa	resistant
node_772	Central Africa	sensitive
node_1196	Central Africa	sensitive
node_1199	Central Africa	sensitive
node_1575	Central Africa	sensitive
node_1591	Central Africa	sensitive
node_1591	Europe	
node_1609	Central Africa	sensitive
node_1613	Central Africa	sensitive
node_1683	Central Africa	sensitive
node_1783	Central Africa	sensitive
KM049926	Central Africa	sensitive
node_1800	Central Africa	sensitive
node_1814	Central Africa	sensitive
node_1840	Central Africa	sensitive
AY756867	Southern Africa ex SA	sensitive
KM050073	Central Africa	sensitive
HM119992	Central Africa	sensitive
FR666621	Central Africa	sensitive
node_1850	Central Africa	sensitive
node_1853	Central Africa	sensitive
node_1862	Central Africa	sensitive
node_1864	Central Africa	sensitive
HM119869	Central Africa	sensitive
node_1867	Central Africa	sensitive
node_1883	Central Africa	sensitive
node_1890	Central Africa	sensitive
node_1890	South Africa	
node_1894	Central Africa	sensitive
node_1897	Central Africa	sensitive
node_1903	Central Africa	sensitive
node_1904	Central Africa	sensitive
node_1909	Central Africa	sensitive
node_1913	Central Africa	sensitive
node_1923	Central Africa	sensitive
node_1925	Central Africa	sensitive
AM071416	Southern Africa ex SA	sensitive
node_1928	Central Africa	sensitive
KM050740	Central Africa	sensitive
node_1930	Central Africa	sensitive
GQ848120	Europe	sensitive
node_1936	Central Africa	sensitive
KM050727	Central Africa	sensitive
AY589900	South Africa	sensitive
AY589914	South Africa	sensitive
node_1942	Central Africa	sensitive
AF443089	Southern Africa ex SA	sensitive
AY829319	Southern Africa ex SA	sensitive
FJ531453	Asia	sensitive
node_1947	Southern Africa ex SA	sensitive
EU854536	South Africa	sensitive
node_1968	Europe	sensitive
AY253322	East Africa	sensitive
node_1985	Central Africa	sensitive
KM050021	Central Africa	sensitive
node_1987	Central Africa	sensitive
node_1995	Central Africa	sensitive
node_2012	Central Africa	sensitive
node_2015	Central Africa	sensitive
node_2028	Central Africa	sensitive
node_2047	Central Africa	sensitive
node_2066	Central Africa	sensitive
node_2083	Central Africa	sensitive
node_2089	Central Africa	sensitive
AY589936	South Africa	sensitive
node_2102	Central Africa	sensitive
AY829300	Southern Africa ex SA	sensitive
node_2105	Southern Africa ex SA	sensitive
node_2115	Central Africa	sensitive
node_2116	Central Africa	sensitive
KM050382	Central Africa	sensitive
node_2120	Europe	sensitive
node_2184	Central Africa	sensitive
node_2196	Central Africa	sensitive
node_2231	South Africa	sensitive
node_2231	Southern Africa ex SA	
node_2245	Central Africa	sensitive
GQ400369	Europe	sensitive
node_2249	Europe	sensitive
node_2256	Central Africa	sensitive
node_2258	Central Africa	sensitive
KM050209	Central Africa	sensitive
HE588166	West Africa	sensitive
HM191552	Europe	sensitive
node_2265	Europe	sensitive
node_2276	Central Africa	sensitive
node_2285	Central Africa	sensitive
node_2300	Central Africa	sensitive
node_2302	Central Africa	sensitive
node_2308	Central Africa	sensitive
node_2319	Central Africa	sensitive
node_2789	Central Africa	sensitive
node_2948	Central Africa	sensitive
GQ399298	Europe	sensitive
node_2954	Central Africa	sensitive
FJ199759	South Africa	sensitive
node_2962	Central Africa	sensitive
node_2968	Central Africa	sensitive
node_2969	Central Africa	sensitive
AF110959	Southern Africa ex SA	sensitive
AF110961	Southern Africa ex SA	sensitive
MF373166	Europe	sensitive
node_2978	Europe	sensitive
MF373132	Europe	sensitive
AM260296	East Africa	sensitive
node_2989	Europe	sensitive
node_3107	East Africa	sensitive
node_3116	East Africa	sensitive
node_3331	East Africa	sensitive
AM260304	East Africa	sensitive
AM260290	East Africa	sensitive
EF379159	South America	sensitive
node_3343	South America	sensitive
node_3356	South America	sensitive
node_3594	South America	sensitive
AY589876	South Africa	sensitive
node_78	South Africa	sensitive
GU199526	Southern Africa ex SA	sensitive
node_84	Southern Africa ex SA	sensitive
AY829294	Southern Africa ex SA	sensitive
node_157	Southern Africa ex SA	sensitive
AY829313	Southern Africa ex SA	sensitive
node_159	South Africa	sensitive
AY838566	South Africa	sensitive
AY585267	South Africa	sensitive
HM120025	Central Africa	sensitive
node_224	Central Africa	sensitive
node_318	Asia	sensitive
node_625	Asia	sensitive
FJ878948	Asia	sensitive
EU158865	Asia	sensitive
FJ878949	Asia	sensitive
EF186964	Asia	sensitive
HM191541	Europe	sensitive
HM191542	Europe	sensitive
HM191546	Europe	sensitive
node_659	Europe	sensitive
DQ056417	South Africa	sensitive
node_664	Central Africa	sensitive
HM119816	Central Africa	sensitive
node_738	Central Africa	sensitive
KM050718	Central Africa	sensitive
node_742	Central Africa	sensitive
node_750	Central Africa	sensitive
node_752	Central Africa	sensitive
EU251831	East Africa	sensitive
node_760	Central Africa	sensitive
DQ878365	Europe	sensitive
node_768	Central Africa	sensitive
GQ433889	Central Africa	sensitive
node_771	Central Africa	sensitive
node_785	Central Africa	sensitive
node_1195	Central Africa	sensitive
GU253408	South Africa	sensitive
node_1198	Central Africa	sensitive
node_1207	Central Africa	sensitive
node_1574	Central Africa	sensitive
node_1588	Central Africa	sensitive
node_1588	Europe	
node_1588	Horn of Africa	
node_1590	Central Africa	sensitive
node_1590	Europe	
node_1599	Central Africa	sensitive
node_1608	Central Africa	sensitive
node_1611	Central Africa	sensitive
node_1612	Europe	sensitive
node_1680	Central Africa	sensitive
node_1682	Central Africa	sensitive
AY137001	South Africa	sensitive
node_1782	Central Africa	sensitive
HM120114	Central Africa	sensitive
node_1799	Central Africa	sensitive
node_1809	Central Africa	sensitive
node_1813	Central Africa	sensitive
node_1832	Central Africa	sensitive
node_1839	Central Africa	sensitive
HM119727	Central Africa	sensitive
node_1849	Central Africa	sensitive
HM119877	Central Africa	sensitive
node_1852	Central Africa	sensitive
HM119954	Central Africa	sensitive
node_1861	Central Africa	sensitive
HM119723	Central Africa	sensitive
node_1863	Central Africa	sensitive
node_1863	South Africa	
AY829276	Southern Africa ex SA	sensitive
node_1866	Central Africa	sensitive
node_1877	Central Africa	sensitive
node_1877	South Africa	
node_1877	Southern Africa ex SA	
node_1882	Central Africa	sensitive
node_1887	Central Africa	sensitive
node_1887	South Africa	
node_1889	Central Africa	sensitive
node_1889	South Africa	
node_1892	Central Africa	sensitive
node_1893	Central Africa	sensitive
HM119679	Central Africa	sensitive
node_1896	Central Africa	sensitive
HM119639	Central Africa	sensitive
node_1902	Central Africa	sensitive
HM120113	Central Africa	sensitive
EF602252	South Africa	sensitive
AY829320	Southern Africa ex SA	sensitive
node_1908	Central Africa	sensitive
HM120029	Central Africa	sensitive
node_1912	Central Africa	sensitive
HM120057	Central Africa	sensitive
node_1922	Central Africa	sensitive
HM119998	Central Africa	sensitive
node_1924	Central Africa	sensitive
KX907405	East Africa	sensitive
KM050136	Central Africa	sensitive
AY589893	South Africa	resistant
AF338984	Europe	sensitive
HM119656	Central Africa	sensitive
HM119782	Central Africa	sensitive
HM119632	Central Africa	sensitive
node_1941	Central Africa	sensitive
AM071413	Southern Africa ex SA	sensitive
AM071423	Southern Africa ex SA	sensitive
node_1960	Europe	sensitive
node_1967	Europe	sensitive
node_1974	Central Africa	sensitive
node_1984	Central Africa	sensitive
HM119887	Central Africa	sensitive
GQ433827	Central Africa	sensitive
HM119787	Central Africa	sensitive
node_1994	Central Africa	sensitive
node_2010	Central Africa	sensitive
node_2011	Central Africa	sensitive
GQ433840	Central Africa	sensitive
node_2014	Central Africa	sensitive
GQ433824	Central Africa	sensitive
node_2027	Central Africa	sensitive
node_2033	Central Africa	sensitive
node_2046	Central Africa	sensitive
node_2061	Central Africa	sensitive
node_2065	Central Africa	sensitive
node_2072	Central Africa	sensitive
node_2082	Central Africa	sensitive
node_2086	Central Africa	sensitive
node_2088	Central Africa	sensitive
node_2097	Central Africa	sensitive
node_2101	Central Africa	sensitive
AF443111	Southern Africa ex SA	sensitive
AY829311	Southern Africa ex SA	sensitive
HM119751	Central Africa	sensitive
node_2114	Central Africa	sensitive
HM120053	Central Africa	sensitive
GQ433888	Central Africa	sensitive
AY694280	Europe	sensitive
node_2119	Europe	sensitive
node_2129	Central Africa	sensitive
node_2183	Central Africa	sensitive
GQ433812	Central Africa	sensitive
node_2195	Central Africa	sensitive
node_2201	South Africa	sensitive
node_2201	Southern Africa ex SA	
node_2230	South Africa	sensitive
node_2230	Southern Africa ex SA	
node_2238	Central Africa	sensitive
node_2244	Central Africa	sensitive
JF683757	Europe	sensitive
AY165223	Europe	sensitive
node_2252	Central Africa	sensitive
node_2255	Central Africa	sensitive
KX907382	East Africa	sensitive
node_2257	Central Africa	sensitive
HM191553	Europe	sensitive
HM191554	Europe	sensitive
node_2273	Central Africa	sensitive
node_2275	Central Africa	sensitive
node_2282	Central Africa	sensitive
node_2284	Central Africa	sensitive
node_2287	Central Africa	sensitive
node_2299	Central Africa	sensitive
HM120120	Central Africa	sensitive
node_2301	Central Africa	sensitive
KM050116	Central Africa	sensitive
node_2307	Central Africa	sensitive
EF602239	South Africa	sensitive
node_2318	Central Africa	sensitive
node_2343	Central Africa	sensitive
node_2788	Central Africa	sensitive
node_2942	Central Africa	sensitive
node_2947	Central Africa	sensitive
AY772700	South Africa	sensitive
node_2953	Central Africa	sensitive
node_2959	Central Africa	sensitive
node_2961	Central Africa	sensitive
HM119859	Central Africa	sensitive
node_2967	Central Africa	sensitive
KM050265	Central Africa	sensitive
KM050264	Central Africa	sensitive
AJ577964	Europe	sensitive
AJ577965	Europe	sensitive
node_2987	Europe	sensitive
node_2988	Europe	sensitive
node_3004	East Africa	sensitive
node_3106	East Africa	sensitive
node_3114	East Africa	sensitive
node_3115	East Africa	sensitive
node_3324	East Africa	sensitive
node_3330	East Africa	sensitive
GQ294621	South America	sensitive
node_3342	South America	sensitive
node_3346	South America	sensitive
node_3355	South America	sensitive
node_3366	South America	sensitive
node_3593	South America	sensitive
DQ351235	South Africa	sensitive
node_77	South Africa	sensitive
node_81	Southern Africa ex SA	sensitive
node_83	Southern Africa ex SA	sensitive
node_149	Southern Africa ex SA	sensitive
node_156	Southern Africa ex SA	sensitive
KC156115	South Africa	sensitive
DQ351234	South Africa	sensitive
node_222	Central Africa	sensitive
node_223	Central Africa	sensitive
node_275	Asia	sensitive
node_317	Asia	sensitive
node_591	Asia	sensitive
node_624	Asia	sensitive
HM191544	Europe	sensitive
HM191545	Europe	sensitive
HM119629	Central Africa	sensitive
HM119819	Central Africa	sensitive
HM119971	Central Africa	sensitive
node_737	Central Africa	sensitive
HM119701	Central Africa	sensitive
GU253424	South Africa	sensitive
node_748	Central Africa	sensitive
node_749	Central Africa	sensitive
KM050721	Central Africa	sensitive
node_751	Central Africa	sensitive
HM119740	Central Africa	sensitive
AY043176	South Africa	sensitive
node_766	Central Africa	sensitive
node_767	Central Africa	sensitive
KM050572	Central Africa	sensitive
GQ433878	Central Africa	sensitive
node_781	Central Africa	sensitive
node_784	Central Africa	sensitive
node_1190	Central Africa	sensitive
node_1194	Central Africa	sensitive
HM119897	Central Africa	sensitive
node_1197	Central Africa	sensitive
GQ433845	Central Africa	sensitive
node_1206	Central Africa	sensitive
node_1356	Central Africa	sensitive
node_1573	Central Africa	sensitive
node_1577	Central Africa	sensitive
node_1577	Europe	
node_1577	Horn of Africa	
node_1587	Horn of Africa	sensitive
GQ240966	Europe	sensitive
node_1589	Central Africa	sensitive
node_1589	Europe	
GQ427114	Central Africa	sensitive
node_1598	Central Africa	sensitive
HM119809	Central Africa	sensitive
node_1607	Central Africa	sensitive
HM120044	Central Africa	sensitive
node_1610	Central Africa	sensitive
HM191547	Europe	sensitive
HM191548	Europe	sensitive
node_1677	Central Africa	sensitive
node_1679	Central Africa	sensitive
KM050706	Central Africa	sensitive
node_1681	Central Africa	sensitive
node_1777	Central Africa	sensitive
node_1781	Central Africa	sensitive
node_1790	Central Africa	sensitive
node_1798	Central Africa	sensitive
node_1807	Central Africa	sensitive
node_1808	Central Africa	sensitive
node_1811	Central Africa	sensitive
node_1812	Central Africa	sensitive
node_1820	Central Africa	sensitive
node_1820	South Africa	
node_1831	Central Africa	sensitive
node_1836	Central Africa	sensitive
node_1838	Europe	sensitive
KX907390	East Africa	sensitive
EF602241	South Africa	sensitive
AY734551	East Africa	sensitive
node_1851	Central Africa	sensitive
KC156120	Southern Africa ex SA	sensitive
node_1860	Central Africa	sensitive
DQ396384	South Africa	sensitive
AY756870	Southern Africa ex SA	sensitive
HM119866	Central Africa	sensitive
GQ433854	Central Africa	sensitive
EF602207	South Africa	sensitive
AF443082	Southern Africa ex SA	sensitive
HM119759	Central Africa	sensitive
node_1881	Central Africa	sensitive
node_1884	Europe	sensitive
node_1886	Central Africa	sensitive
node_1886	South Africa	
node_1886	Southern Africa ex SA	
EF602188	South Africa	sensitive
node_1888	Central Africa	sensitive
node_1888	South Africa	
node_1888	Southern Africa ex SA	
HM120090	Central Africa	sensitive
GQ399616	Europe	sensitive
GQ399414	Europe	sensitive
KM049923	Central Africa	sensitive
GQ433804	Central Africa	sensitive
node_1895	Central Africa	sensitive
node_1900	Central Africa	sensitive
node_1901	Central Africa	sensitive
node_1906	Central Africa	sensitive
node_1907	Central Africa	sensitive
node_1907	South Africa	
KM050588	Central Africa	sensitive
node_1911	Central Africa	sensitive
HM119908	Central Africa	sensitive
EU854482	South Africa	sensitive
EU152411	South Africa	sensitive
AY829336	Southern Africa ex SA	sensitive
JF683803	Europe	sensitive
node_1940	Central Africa	sensitive
AF443114	Southern Africa ex SA	sensitive
node_1959	Europe	sensitive
AY165272	Europe	sensitive
node_1966	Europe	sensitive
GU199545	Southern Africa ex SA	sensitive
node_1973	Central Africa	sensitive
AM071444	Southern Africa ex SA	sensitive
node_1983	Central Africa	sensitive
HQ843518	West Africa	sensitive
node_1993	Central Africa	sensitive
node_1996	Central Africa	sensitive
node_2009	Central Africa	sensitive
KM050460	Central Africa	sensitive
EU244688	South Africa	sensitive
GQ433817	Central Africa	sensitive
AY829317	Southern Africa ex SA	sensitive
node_2020	Central Africa	sensitive
node_2026	Central Africa	sensitive
node_2026	Europe	
node_2026	South Africa	
node_2031	Central Africa	sensitive
node_2032	Central Africa	sensitive
node_2044	Central Africa	sensitive
node_2045	Central Africa	sensitive
node_2055	Central Africa	sensitive
node_2060	Central Africa	sensitive
AM041011	Central Africa	sensitive
